text,doc_key,story_id,model_type,prompt_type,seed,num_sentences,source_file,balanced_category,sampled_seed
"The story begins with a chaotic scene of people falling down , as if they are being pulled or pushed from an unseen force . [SENT] The next image shows a close-up of a person 's face , contorted in a mixture of fear and confusion , as they plummet towards the ground . [SENT] In the following image , the view expands to reveal a large crowd of people , all falling in different directions , creating a sense of pandemonium . [SENT] As the scene continues , the focus shifts to a group of people , including Vincent , who appears to be trying to make sense of the situation , looking around with a mixture of shock and concern . [SENT] The story unfolds further with Benjamin , Natalie , and Ksenia also becoming visible , each reacting to the chaos in their own way , as the images depict a growing sense of disorder and confusion . [SENT]",948,12,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a dimly lit room , Jason sat near a piano , the air thick with tension . [SENT] He lunged toward Nick , gripping his arm as the confrontation escalated . [SENT] Nick crumpled to the ground , blood staining his shirt . [SENT] Jason , calm with a cigar , watched as another man pressed a gun to Nick ’ s temple , his final breath escaping . [SENT] Others gathered around the lifeless body , confirming the inevitable . [SENT] A sheet was draped over Nick , concealing the violence . [SENT] Later , Jason , now in a white suit , sat at the bar , accepting a drink as the night ’ s echoes faded . [SENT]",6215,12,qwen3vl,original,42,7,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"George lies awake in a dimly lit bedroom , his brow furrowed as he stares at the ceiling , clearly troubled by the weight of recent revelations . [SENT] Jacques sits at his wooden desk , hands clasped tightly , his stern expression reflecting the high stakes of the operation outlined on the city map behind him . [SENT] A formal meeting gathers Cary , Audrey , and several colleagues around a cluttered table , their serious faces indicating the gravity of the plans being discussed . [SENT] Cary and Audrey stand side by side , their postures rigid as they absorb the details of the mission , their shared concern evident in their focused expressions . [SENT] Audrey confronts Jacques directly at his desk , her posture firm as she questions the risks involved , seeking reassurance amid the growing tension . The room ’ s hushed urgency underscores the critical nature of their conversation , with the map ’ s intricate lines hinting at the complexity of the task ahead . [SENT]",2400,12,qwen3vl,large,42,5,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Greta was at the park , trying to set up a picnic for her and her friends . [SENT] Jake came over , asking if he could help her . [SENT] She smiled and told him she did not need any of his help . [SENT] Natalie was also at the park setting up her portion of the picnic , but she was with a new boyfriend . [SENT] Ashton came by and saw that she had another man , so he got sad . [SENT] He left without saying anything . [SENT]",10408,13,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"On a bright and sunny day at the park full of people , Greta walks up to her husband Jake who is at the grill . She hands him a tray for the food . [SENT] Jake tells Greta that he invited his friend Ashton to the party and hopes that she does n't mind . [SENT] Even though Greta does n't like Ashton , she tells Jake she does n't mind . But she does so with a smirk on her face . That 's because Greta fails to tell Jake a secret . [SENT] The secret being is that Natalie , Greta 's friend who Ashton has feelings for , is currently seeing another friend of theirs , a guy named Mark . And the two of them are by a table at the park helping to set it up . [SENT] Unfortunately , Ashton arrives at the park only to see the distressing sight . [SENT] Ashton proceeds to look down on his phone to text Jake that he could n't make it . [SENT]",10408,13,human,large,43,6,human_large_seed43_test_snapshots__local_json-nopound_pred.jsonlines,human_large,43
"Jack stands in a hotel hallway , wearing a burgundy jacket over a plaid shirt , his expression intense and troubled as he stares ahead . [SENT] A green-tiled bathroom comes into view , featuring an art deco design with an arched doorway framing a bathtub . The room is empty , with mint green walls , wall sconces , and a vintage aesthetic that evokes an eerie , isolated atmosphere . [SENT] A naked woman emerges from behind the shower curtain in the bathtub , her body covered in dark stains and decay . She steps forward with an unsettling smile , reaching out as if beckoning someone closer . [SENT] Jack embraces the woman in the bathroom , holding her close despite her deteriorating condition . The intimate moment is disturbing , as her flesh appears mottled and decomposing against his clothed body . [SENT] The woman stands alone in the bathroom , her arms outstretched in a gesture of twisted joy or invitation . Her body is covered in grotesque wounds and discoloration , revealing the full horror of her undead state as she laughs or screams . [SENT] Jack returns to the hallway , arms spread wide in a gesture of confusion or surrender . His face shows distress and disbelief , as if trying to comprehend the supernatural encounter he has just experienced in the haunted hotel [SENT]",1214,13,claude45,original,42,6,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In a dimly lit interrogation room with teal-green walls , Shia sits across the table from someone obscured in shadow , his expression tense and guarded as he faces questioning . The young man in his dark suit and loosened tie clutches a mobile phone in his hands , his body language suggesting he 's being pressed for information he 's reluctant to provide . [SENT] Billy , an older man with graying hair and glasses , sits on the opposite side of the table in a navy suit and patterned tie . He leans forward slightly , his hands gesturing as he speaks , appearing to take a more measured , perhaps manipulative approach to the interrogation . Papers and a coffee cup rest on the table between them , indicating this has been an extended session . [SENT] Billy continues his questioning , his hands now raised in an explanatory gesture , his expression intense behind his wire-rimmed glasses . He seems to be making a point or presenting evidence , his body language suggesting he 's trying to convince or coerce Shia into cooperation . [SENT] Shia 's anxiety is palpable as he sits with his phone still in hand , his eyes wide and his expression showing clear distress . He appears cornered , perhaps realizing the gravity of his situation or the implications of whatever information is being extracted from him during this interrogation . [SENT] Billy sits back slightly , his profile visible as he reviews documents before him , a slight smile or smirk playing at his lips . His demeanor suggests satisfaction , as though he 's successfully obtained the confession or information he was seeking from the younger man , bringing the interrogation to its calculated conclusion [SENT]",11719,13,claude45,large,42,5,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a dimly lit room with walls adorned by a large mural , a tense meeting unfolds . Colin stands among several men , exuding authority . The group is gathered , casting long shadows on the walls , suggesting a high-stakes encounter . [SENT] Jamie arrives at the table , accompanied by another man . They approach John , who is seated . The air is thick with anticipation as Jamie leans in , exchanging words with John , who listens intently . [SENT] The meeting grows more intense . Jamie takes a seat across from John , while Colin remains standing , overseeing the proceedings . The conversation appears serious , with each gesture and glance carrying weight . [SENT] With both Jamie and John now seated , the negotiation continues . The room is silent except for their voices . Others stand in the background , watching closely , as if awaiting the outcome of a crucial decision . [SENT] Jamie , now the focus , looks directly at John , his expression determined . The atmosphere is charged with unspoken tension , hinting at the importance of the agreement they are about to reach . [SENT]",11260,13,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A man stands in front of a mirror , adjusting his tie with a focused expression . The room is softly lit , and a photograph on the dresser hints at cherished memories , adding a personal touch to the scene . [SENT] Nearby , another person lies in bed , wrapped in sheets , seemingly lost in a peaceful slumber . The room is cozy , with warm lighting and a sense of tranquility . [SENT] As the man continues to gaze into the mirror , his reflection reveals a slight change in demeanor , as if he ’ s pondering something important . The person in bed begins to stir , adding a sense of anticipation . [SENT] Turning away from the mirror , the man approaches the bed with a gentle smile , engaging in a moment of connection . His posture is relaxed , suggesting familiarity and comfort . [SENT] Now dressed in a suit jacket , he stands by the bed , exuding confidence and readiness . The interaction between them is warm , hinting at a strong bond and shared understanding . [SENT]",1111,13,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a dimly lit office , Brian , a stern man with glasses , was deep in thought . [SENT] Suddenly , Joan , a blonde woman , received a phone call and stepped into the room . She seemed urgent as she spoke into the phone , glancing around nervously . [SENT] Julia , another woman with short hair , entered the room , looking equally concerned . [SENT] Meanwhile , Matt , a man with a focused expression , was peering through a rifle scope , aiming at something outside . [SENT] Back in the office , Joan continued her phone conversation , her expression growing more intense . [SENT] Julia joined her , and they both appeared to be discussing something critical . [SENT] A third woman , with a concerned look , joined them , adding to the tension in the room . [SENT] Brian , still deep in thought , observed the women . [SENT] Matt , still aiming through the scope , remained vigilant outside . [SENT]",5201,13,internvl3,original,42,9,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Matt and Jude walked through a bustling , historical square , their steps echoing off the cobblestones . Matt , dressed in a dark suit and hat , carried a brown briefcase , while Jude , in a tweed blazer and glasses , held a stack of papers . They moved through the crowd with purpose , their conversation seemingly urgent . [SENT] As they walked , Matt occasionally glanced at Jude , who remained focused on his papers . The ornate architecture and lively chatter of passersby formed a backdrop to their serious exchange . [SENT] Their path took them through a covered arcade , the sunlight filtering through the glass ceiling above . Matt 's expression turned more serious , hinting at the gravity of their mission . [SENT] The scene shifted to a cobblestone street lined with parked scooters , where Matt paused briefly , looking around as if searching for something . Jude followed , still engrossed in his documents . [SENT] The tension between them was palpable , with Matt 's watchful eyes scanning their surroundings and Jude 's concentration unwavering . They continued their walk , seemingly on the brink of an important discovery . [SENT]",7065,13,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The sequence of images depicts a chaotic and intense scene . The first image shows a dark and blurry background with some indistinguishable objects . [SENT] The second image reveals a large group of people , mostly dressed in dark or earthy tones , running or standing in a field . [SENT] The third image captures a similar scene , with the group still in motion , and some individuals holding what appears to be weapons or flags . [SENT] The fourth image shows a more disorganized and blurry view of the group , with some people falling or lying on the ground . [SENT] The fifth image presents a darker and more ominous tone , with the group still in disarray . [SENT] The sixth image displays a slightly clearer view of the group , with some individuals standing out amidst the chaos . [SENT] The seventh image shows a blurry and dark scene , with what appears to be a large number of people in motion . [SENT] The eighth image depicts a similar scene , with the group still running or standing in the field . [SENT]",4173,13,llama4scout,original,42,8,llama4scout_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The crowd erupted in a frenzy of movement , a sea of people in white shirts surging forward . [SENT] As the energy built , the lights above seemed to intensify , casting a kaleidoscope of colors across the room , with flashes of red adding a dynamic pulse to the scene . [SENT] The individuals in the crowd began to throw their caps into the air , a traditional celebratory gesture that filled the space with a flurry of dark shapes against the brighter , more vibrant hues of the room . [SENT] Connie , caught up in the moment , was beaming with joy , her eyes sparkling as she joined in the cap toss , her white shirt a part of the uniformed throng . [SENT] John , standing beside her , mirrored her actions , his face alight with excitement as together they celebrated the achievement , their movements a testament to the shared experience of the crowd . [SENT] The scene was one of unbridled joy and accomplishment , a moment frozen in time as the caps floated gently back down to earth , and the crowd , now interspersed with flashes of red from the lights , began to settle , still buzzing with the energy of the celebration . [SENT]",345,13,llama4scout,large,42,6,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The dog lies motionless on the wooden floor , surrounded by scattered crumbs . [SENT] Ben reaches into a kitchen cabinet , searching for something as he glances toward the dog . [SENT] He grabs the dog , shouting in frustration , his face contorted with anger . [SENT] His expression shifts to shock , hands raised as if startled by an unexpected reaction . [SENT] The dog darts between his legs , racing toward him with determination . [SENT] Ben lifts the dog again , holding it as Cameron , in a red dress , watches with concern . [SENT]",2702,13,qwen3vl,original,42,6,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Jeff , wearing a sleep mask on his forehead , and Jim lounge on a patterned bed in white robes , discussing their evening plans with relaxed postures . [SENT] They lean in closely to read a newspaper together , their expressions shifting as they absorb the details of an upcoming event . [SENT] The newspaper headline announces the Swansons ’ Preservationists Gala , emphasizing its significance and the city ’ s elite attendance , with columns of text detailing preparations . [SENT] At a salon , stylists work on their hair—Jeff ’ s messy strands are tamed under a cap while Jim ’ s longer hair is styled with care , both seated in blue capes . [SENT] As the stylists continue , Jim reads a magazine , occasionally glancing at his reflection , while Jeff patiently waits , both focused on perfecting their appearances for the formal gathering . [SENT]",3761,13,qwen3vl,large,42,5,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Reese is the only one in class who knows the answer to the teacher 's question . [SENT] The teacher , Matthew notices that Reese is always first to answer and is very attentive in class . [SENT] Reese answers the question correctly . [SENT] Matthew looks up Reese in the yearbook to see what extracurricular activities she is in . [SENT] He finds that Reese is student body president among other things . She 's a great student . [SENT]",9914,14,human,original,42,5,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"A student , Reese , raises her hand in the middle of a packed classroom . [SENT] The teacher , Matthew , standing in front of the class chalkboard , calls on her . [SENT] Reese talks to the class about something that was published in the school newsletter . [SENT] She directs their attention to the latest issue of Carver High School 's newsletter , The Looking Glass . The cover is red and black with a red pawprint on the black portion , Carver , and The Looking Glass printed in black with handles on each of the Os in Looking Glass , making them seem like magnifying glasses . [SENT] Inside the newsletter is a black and white photograph featuring a group of smiling students with Reese standing right in the middle of them . [SENT]",9914,14,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines,human_large,44
"James sits in a dimly lit room , speaking urgently into a telephone receiver . His expression is tense and focused as he grips the phone tightly , clearly engaged in an important conversation . [SENT] Outside , a brick apartment building stands in the fading light . Two windows are visible on the facade , one completely dark and empty , the other showing a faint presence inside . The building appears quiet and somewhat isolated . [SENT] Back inside , James continues his phone call , now leaning back slightly in his chair . The lighting casts shadows across his face as he listens intently to whoever is on the other end of the line . His demeanor suggests he 's receiving crucial information . [SENT] A table sits in near darkness , displaying everyday objects : a teapot , what appears to be a radio or communication device , and some papers . The sparse lighting creates an atmosphere of secrecy and isolation . [SENT] James 's face is illuminated from the side as he processes what he 's hearing . His expression has shifted to one of deep concern or contemplation , suggesting the conversation has taken a serious turn . [SENT] He remains seated , still holding the phone , his posture suggesting he 's been on this call for some time . The room around him is barely visible in the darkness , emphasizing his solitary situation . [SENT] James adjusts his position , leaning forward as he continues to communicate . The prolonged nature of the call indicates he 's either gathering intelligence or coordinating something important under the cover of night [SENT]",723,14,claude45,original,42,7,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Nick and Jason arrive at a dimly lit motel room , their tan overcoats suggesting they 're detectives or investigators on a case . The room has a dated , worn appearance with tiled walls and minimal furnishings . A body lies motionless on a couch , indicating they 've been called to investigate a death or crime scene . The atmosphere is tense and somber as they begin their preliminary assessment of the situation . [SENT] Nick stands closer now , his expression showing a mix of concern and professional focus as he surveys the scene . His youthful face reveals he may be the less experienced of the two partners , but he appears determined to handle the gravity of the situation before him . [SENT] The two investigators move further into the cramped room to examine the scene more thoroughly . Jason stands near the body while Nick remains by the doorway , both maintaining their professional composure . The lighting casts long shadows across the checkered tile walls , emphasizing the grim nature of their work . They appear to be discussing their initial observations and determining the next steps in their investigation . [SENT] Jason steps away from the scene to make a phone call , pressing a mobile phone to his ear while wearing a dark knit cap . His expression is serious and focused as he likely reports their findings to headquarters or requests additional support . The urgency of the situation is evident in his concentrated demeanor . [SENT] Jason continues his phone conversation while sitting in a vehicle , still wearing his knit cap and tan coat . Through the car window , urban buildings are visible in the background , suggesting he 's either arrived at or is leaving the crime scene . He appears to be coordinating the investigation 's next phase , his profile illuminated by natural daylight as he communicates crucial information about the case they 're working [SENT]",6111,14,claude45,large,42,5,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Jeff , a rugged man with a weathered face , rides through the open landscape , his expression thoughtful and determined . [SENT] Joined by Hailee and Matt , the trio continues their journey on horseback across the vast expanse . The terrain is challenging , but their resolve is clear . [SENT] Jeff dismounts and begins to lead his horse , his movements purposeful as Hailee and Matt follow closely behind . The bond between them is evident in their synchronized actions . [SENT] Matt , with a serious look , surveys the surroundings from atop his horse , ready for any challenge that may arise . [SENT] Suddenly , Jeff draws his gun , his stance alert and protective , signaling a potential threat . His focus is unwavering as he prepares to defend his companions . [SENT] Matt responds in kind , drawing his own weapon while still on horseback , ready to support Jeff in whatever danger they face . Together , they stand united against the unknown . [SENT]",12423,14,gpt4o,original,42,6,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A young boy lies on the grass , gazing thoughtfully at the sky , lost in his daydreams . The sun casts a warm glow over his face , and the surrounding nature adds a sense of peace to his quiet contemplation . [SENT] Nearby , a girl with red hair shades her eyes with one hand , looking intently into the distance . Her expression is one of curiosity , as if she is searching for something or someone . [SENT] Suddenly , the scene shifts to a chaotic nighttime accident . Emergency vehicles surround a wrecked car under a bridge , lights flashing as responders work diligently . The air is tense with urgency . [SENT] In a hospital room , a concerned woman stands , her face a mix of worry and relief as she listens to the doctor . The sterile environment contrasts sharply with the chaos outside . [SENT] On a hospital bed , a man with facial injuries smiles weakly , his eyes conveying a sense of hope despite his condition . The tubes and bandages tell of a recent trauma , but his spirit seems unbroken . [SENT] As the story unfolds , two small dogs trot energetically on a sunny sidewalk , their leashes held by someone walking confidently . The scene is lively and vibrant , filled with the hustle of a busy day . [SENT] Two men stroll side by side , one in a black shirt and the other in white pants , with the dogs leading the way . The palm trees and ocean breeze set a relaxed , cheerful mood . [ [SENT]",8551,14,gpt4o,large,42,7,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"James sat in his wheelchair , holding a phone to his ear , his face tense with concern . He was in a dimly lit room , surrounded by stacks of books and papers , his leg casted and elevated . His eyes darted towards the window , revealing a view of an adjacent brick building . The night was quiet , the darkness adding to the tension . [SENT] He lowered the phone , his expression grave . The shadows in the room seemed to deepen as he looked around , his hand gripping the armrests of the wheelchair . [SENT] James turned the wheelchair , moving slowly towards a door . The room was cluttered , but every object felt familiar . The door was slightly ajar , a sliver of light escaping from the other side . [SENT] He reached the door , hesitating for a moment before pushing it open wider . The room beyond was dark , but he could sense something was off . [SENT] James leaned forward , his eyes scanning the dimly lit space . The silence was oppressive , and he felt a chill run down his spine . [SENT] Suddenly , he heard a faint noise . Turning sharply , his heart raced as he tried to pinpoint the source . The shadows seemed to shift , and he gripped the wheelchair tighter , ready for whatever might come next . [SENT]",723,14,internvl3,original,42,6,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"In a bustling office , chaos ensues as Robert , dressed in a black suit and mask , moves through the room with an imposing presence , holding a weapon . Employees , including a man in a grey suit , sit with their hands behind their heads , clearly distressed . The tension is palpable as they are ordered to the floor , their expressions reflecting fear and uncertainty . [SENT] The scene shifts to a hallway where another masked individual , Val , watches over the employees who are now kneeling against the wall . The atmosphere is tense , with everyone aware of the danger lurking . [SENT] Meanwhile , a masked figure enters a vault , methodically opening a safe , indicating a coordinated robbery . The focus is on securing the valuables , while the hostages are kept under watchful eyes . [SENT] Back in the office , Val keeps a tight grip on his weapon , scanning the room . The hostages , including the man in the grey suit , remain on the floor , their anxiety evident . [SENT] The man in the grey suit , now identified as one of the hostages , looks on with a mix of fear and determination , as Val stands guard . The atmosphere is heavy with the threat of violence and the uncertainty of what will happen next . [SENT]",3891,14,internvl3,large,42,5,internvl3_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"The sequence of images depicts a chaotic scene of destruction and chaos . The first image shows a building with a large number of cars parked in front of it , with some debris scattered around . The second image reveals more destruction , with debris and wreckage scattered everywhere . In the third image , the destruction is more apparent , with cars overturned and buildings damaged . The fourth image shows a similar scene of devastation , with rubble and debris covering the ground . The fifth image depicts a dark and blurry scene , with what appears to be a building or structure in the background . [SENT] As the story unfolds , it becomes clear that a massive storm or tornado has hit the area , causing widespread destruction and chaos . The building in the first image appears to be a parking garage or a large structure that has been severely damaged . The cars are scattered everywhere , and the debris is a testament to the powerful forces that have been at work . [SENT] The main character , Al , is seen walking through the rubble-strewn streets , surveying the damage . He is followed by Robert , who is taking photos of the destruction . Val , a local resident , is also seen , trying to locate her missing family members . [SENT] As they navigate through the wreckage , they come across a group of people who are trapped under a collapsed building . Al and Robert quickly spring into action , using their skills to rescue those in need . Val , with her knowledge of the area , helps to locate more survivors and provides emotional support to those who have lost loved ones . [SENT] Throughout the ordeal , the three characters work together , using their unique skills and strengths to help those affected by the disaster . Despite the challenges they face , they remain determined and focused , driven by their desire to make a difference in the face of adversity . [SENT]",10499,14,llama4scout,original,42,5,llama4scout_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"The story begins with a dark and crowded scene , with people packed tightly together . [SENT] As the scene progresses , it appears that the crowd is moving through a narrow passageway or hallway , with the individuals still densely packed . [SENT] The atmosphere seems tense and chaotic , with the people pushing forward in a sense of urgency . [SENT] As the images continue , the crowd begins to dissipate , and the individuals start to spread out , giving a sense of relief and release from the previous congestion . [SENT] Finally , the last image shows a more open and calm scene , with people no longer packed tightly together , suggesting a return to a more normal and peaceful state . [SENT]",721,14,llama4scout,large,42,5,llama4scout_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"Connie assisted John at the hospital reception as he signed in for his shift , the clock on the wall marking the start of a long night . [SENT] John ’ s hand hovered over the emergency button before he pressed it , his expression grim . [SENT] They hurried into the red-lit back room where the team converged , the air thick with urgency . [SENT] John sat heavily at a cluttered desk , his face etched with exhaustion , while Connie coordinated supplies , her voice steady despite the tension . [SENT] Leaning over the gurney , John studied the patient ’ s chart , his movements precise as he directed the team ’ s efforts to stabilize the critical case . [SENT]",345,14,qwen3vl,original,42,5,qwen3vl_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Dane sits in the backseat of a car , his expression tense as he speaks to someone outside the vehicle , the city skyline visible through the window , his disheveled suit and unbuttoned shirt hinting at a rushed or stressful situation . [SENT] He leans forward , gripping a newspaper with bold headlines , his eyes darting between the paper and the street outside , suggesting urgency as he processes critical information . [SENT] Exiting the car , Dane strides toward Demi and Ruben near a blue sedan in a parking lot , the three exchanging serious glances under the shadow of tall glass buildings , their body language charged with unspoken tension . [SENT] Demi speaks firmly to Dane , her posture rigid and hands slightly raised , while Ruben stands nearby with hands on his hips , observing the interaction with a guarded stance , his hat and formal attire marking him as an authority figure . [SENT] Dane and Demi face each other closely , their conversation intensifying as they stand beside the parked cars , the city ’ s reflective towers mirroring the gravity of their exchange , their expressions conveying a mix of frustration and determination . [SENT]",3295,14,qwen3vl,large,42,5,qwen3vl_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"A wily looking Daniel is trying to impress on his friends that he is not cheating them . [SENT] The atmosphere in the bar where they are sitting , is dark , dingy and foreboding . [SENT] Daniel realizes that his exhortations are not credible and tries to regroup and think of additional angles with which to persuade the group with Gary sitting behind him in stony silence and demeanor . [SENT] John , who is the man that Daniel must address himself to , is not impressed by Daniel 's plea , with his associates exuding little confidence in what Daniel has been trying to convey . [SENT] Daniel is getting ever more desperate to convince the men around him that he is telling the truth , . [SENT] in the process getting aggravated , steaming with obvious contempt and anger . [SENT]",9418,15,human,original,42,6,human_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,human_original,
"This is a man you do not mess with . Smiling or not , he is never happy . He wants a reason to end you , and it does n't need to be a good one . [SENT] He can often be found sitting down at a table for a game of card . It often presents the opportunity to proclaim someone is a cheater . Often seen as a good reason to draw a pistol , and no one asks questions . [SENT] This is Daniel , an unsuspecting card player . He is looking at a royal flush in his hand . He knows there is absolutely no way that he loses it . [SENT] That is until this man goes all-in . Daniel is n't second guessing his hand , just the outcome of winning it . [SENT] That 's when the question is raised . `` Do you think you might want to fold ? '' and Daniel fully understands , he does in fact , want to fold . [SENT]",9418,15,human,large,44,5,human_large_seed44_test_snapshots__local_json-nopound_pred.jsonlines,human_large,44
"A blonde woman sits alone in a dimly lit living room , wearing a light-colored robe . She appears distressed as she sits on the edge of a chair near a coffee table , with a green couch visible in the background . The room is dark except for a few ambient lights , creating an atmosphere of isolation and unease . [SENT] The woman 's face is shown in closer detail , revealing her troubled expression . Her eyes are red and watery , suggesting she has been crying . Her blonde hair frames her face as she stares ahead with a look of fear and anguish . [SENT] An extreme close-up captures her eye , showing tears and emotional distress . The lighting emphasizes the moisture on her skin and the vulnerability in her gaze . [SENT] The woman stands in darkness , her mouth open as if screaming or gasping in terror . She clutches her robe around herself , her body language conveying panic and desperation . The shadows surrounding her intensify the sense of danger . [SENT] A bedroom erupts in chaos as thick blue smoke fills the space . A figure lies motionless on a bed covered with green sheets , while the smoke billows ominously throughout the room . A lamp and curtained window are barely visible through the haze . The scene suggests a supernatural or dangerous event has occurred , possibly explaining the woman 's terror moments before . The smoke engulfs everything , creating an eerie and threatening atmosphere that connects to her earlier distress [SENT]",5062,15,claude45,original,42,5,claude45_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"A young woman in a pale green period dress cradles an injured or dying man in her lap inside what appears to be a damaged wooden structure , her expression filled with concern and sorrow as she looks down at him . [SENT] Mel , dressed in a dark red colonial-era shirt , walks determinedly through dusty ground alongside several other men on horseback , with covered wagons visible in the background , suggesting they are part of a traveling group or military convoy . [SENT] The group arrives at a settlement that has been completely destroyed by fire , with only the charred skeletal remains of buildings standing amid the devastation , smoke still rising from the ruins . [SENT] Mel stands in the foreground wearing his burgundy shirt , his face etched with grief and devastation as he surveys the destroyed property , while other figures can be seen in the hazy background . [SENT] A close-up reveals Mel 's bloodied hands holding small toy soldiers and figurines , the kind that children would play with , now recovered from the ashes and debris of the burned home . [SENT] Mel 's face shows profound anguish and barely contained rage , his jaw clenched and eyes filled with pain as he processes the full horror of what has happened to his family and home . [SENT] Heath , a younger man with shoulder-length hair wearing a dark jacket with a red scarf , looks on with a troubled and sympathetic expression , witnessing Mel 's suffering . [SENT] The family stands together in silhouette beneath large drooping trees near a white picket fence in golden evening light , suggesting either a memory of happier times before the tragedy or a solemn gathering afterward to mourn their losses [SENT]",4173,15,claude45,large,42,8,claude45_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a small , dimly lit diner , a man in a leather jacket sat across from a woman . He stared intently at the table , lost in thought . [SENT] The woman , with a tense expression , watched him closely , her eyes filled with a mix of concern and suspicion . [SENT] He leaned back , adjusting his jacket , as if preparing to say something important . His demeanor suggested a mix of confidence and hesitation . [SENT] Meanwhile , a man in a suit stood by the counter , observing them . His presence added a layer of tension to the scene , hinting at a deeper connection to the pair 's meeting . [SENT] The woman turned her gaze towards the window , her expression softening into one of contemplation . The fading light outside cast a somber glow , reflecting the uncertainty of the moment . [SENT]",12358,15,gpt4o,original,42,5,gpt4o_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
"Emile is slumped over , resting his head on a makeshift bed in a dimly lit space . The environment appears rugged , with a sense of isolation and survival . [SENT] He begins to stir , lifting his head and stretching his arm across a nearby surface . His expression is focused , indicating determination and perhaps a sense of urgency . [SENT] Emile picks up a book and starts reading intently . The book seems to be about plants , suggesting he might be seeking crucial information for his survival . [SENT] As he reads , his concentration deepens . He studies the pages carefully , perhaps identifying edible plants or learning about his surroundings . [SENT] Emile brings something to his face for closer inspection . His eyes are filled with contemplation , possibly evaluating the significance of what he has discovered . [SENT]",13596,15,gpt4o,large,42,5,gpt4o_large_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_large,
"In a bustling classroom , students were engaged in a lesson . The teacher , wearing a light-colored shirt and tie , stood in front of a green chalkboard , which displayed the words `` Hay-Herrera Treaty . '' The room was filled with students , each absorbed in their work . One girl , Reese , sat in the front row , her hand raised high as she sought the teacher 's attention . She was eager to participate in the discussion , her expression showing determination . [SENT] Reese , dressed in a blue shirt and vest , looked thoughtful as she waited to be called upon . She had a question about the treaty , and her curiosity was evident in her focused gaze . The classroom was busy , with other students , including Matthew , who sat next to her , equally engrossed in the lesson . [SENT] The teacher , noticing Reese 's raised hand , nodded encouragingly . He was known for his engaging teaching style and encouraged all students to participate . Reese 's hand remained raised , signaling her readiness to contribute to the class discussion . [SENT] A book titled `` Carver : The Looking Glass '' lay on a wooden table , hinting at a deeper lesson or project related to the treaty . The classroom environment was one of learning and exploration , with students like Molly , who often contributed insightful comments , eager to delve into the subject matter . [SENT] Reese finally got her chance to speak . Her face lit up as she began to articulate her thoughts , her voice clear and confident . The teacher listened attentively , appreciative of her enthusiasm and curiosity . The lesson continued with active participation from the students , creating a dynamic and interactive learning atmosphere . [SENT]",9914,15,internvl3,original,42,5,internvl3_original_seed42_test_snapshots__local_json-nopound_pred.jsonlines,model_original,
